Battery Management Master,BMM1,BMM1,BMM2,BMM2,Other,Other,Other
Description,Electrics,State,Electrics,State,Other,Other,Other
Math operation,_act,Other,_act,Other,Other,Other,Other
Original Description,BMM1_Electrics_BMM1_act_P_BatteryPower_kW,BMM1_State_BMM1_flag_Charge,BMM2_Electrics_BMM2_act_P_BatteryPower_kW,BMM2_State_BMM2_flag_Charge,GPS-Speed,Latitude,Longitude
Timestamp,,,,,,,
2017-01-13 09:02:39,7.0,0.0,6.9,0.0,16.81,50917202,6960732
2017-01-13 09:02:45,-15.3,0.0,-15.6,0.0,0.0,50917088,6960787
2017-01-13 09:02:51,-17.6,0.0,-17.8,0.0,0.0,50917088,6960787
2017-01-13 09:02:57,-33.7,0.0,-34.6,0.0,10.23,50917042,6960817
2017-01-13 09:03:03,-17.1,0.0,-17.5,0.0,3.94,50916928,6960868
2017-01-13 09:03:09,-61.8,0.0,-63.5,0.0,7.0,50916890,6960870
2017-01-13 09:03:15,-75.1,0.0,-76.1,0.0,16.81,50916655,6960920
2017-01-13 09:03:21,-68.5,0.0,-69.3,0.0,30.33,50916272,6960953
2017-01-13 09:03:27,-33.3,0.0,-33.8,0.0,40.92,50915738,6961052
2017-01-13 09:03:33,27.0,0.0,24.8,0.0,31.2,50915207,6961193
2017-01-13 09:03:39,-28.8,0.0,-29.4,0.0,27.43,50914805,6961350
2017-01-13 09:03:45,-49.7,0.0,-52.0,0.0,30.11,50914433,6961425
2017-01-13 09:03:51,-30.0,0.0,-30.2,0.0,31.2,50913982,6961477
2017-01-13 09:03:57,-32.4,0.0,-30.2,0.0,33.96,50913487,6961623
2017-01-13 09:04:03,-20.4,0.0,-18.7,0.0,33.96,50912995,6961777
2017-01-13 09:04:09,5.8,0.0,5.8,0.0,27.02,50912555,6961882
2017-01-13 09:04:15,3.6,0.0,3.4,0.0,16.68,50912258,6961932
2017-01-13 09:04:21,-13.4,0.0,-13.8,0.0,0.0,50912160,6961940
2017-01-13 09:04:27,-13.4,0.0,-13.6,0.0,0.0,50912160,6961940
2017-01-13 09:04:33,-77.8,0.0,-80.0,0.0,10.86,50912190,6961905
2017-01-13 09:04:39,2.8,0.0,2.8,0.0,17.21,50911937,6962002
2017-01-13 09:04:45,-14.0,0.0,-14.0,0.0,3.94,50911802,6962052
2017-01-13 09:04:51,-13.3,0.0,-13.5,0.0,0.0,50911797,6962052
2017-01-13 09:04:57,-37.9,0.0,-35.4,0.0,0.0,50911797,6962052
2017-01-13 09:05:03,-34.8,0.0,-35.4,0.0,20.46,50911587,6962115
2017-01-13 09:05:09,-8.9,0.0,-8.2,0.0,10.01,50911302,6962298
2017-01-13 09:05:15,-89.0,0.0,-91.4,0.0,17.21,50911163,6962298
2017-01-13 09:05:21,-17.8,0.0,-17.8,0.0,23.73,50910822,6962398
2017-01-13 09:05:27,-41.1,0.0,-41.5,0.0,28.7,50910470,6962438
2017-01-13 09:05:33,-94.8,0.0,-95.7,0.0,29.54,50910162,6962170
2017-01-13 09:05:39,-56.1,0.0,-56.5,0.0,40.4,50909700,6961790
2017-01-13 09:05:45,-77.4,0.0,-76.6,0.0,42.34,50909168,6961335
2017-01-13 09:05:51,-55.5,0.0,-56.4,0.0,42.34,50908617,6960878
2017-01-13 09:05:57,-3.7,0.0,-4.0,0.0,39.48,50908078,6960362
2017-01-13 09:06:03,30.7,0.0,20.6,0.0,25.63,50907617,6959990
2017-01-13 09:06:09,-13.6,0.0,-13.8,0.0,0.0,50907482,6959853
2017-01-13 09:06:15,-13.6,0.0,-13.7,0.0,0.0,50907482,6959853
2017-01-13 09:06:21,-100.3,0.0,-102.3,0.0,14.0,50907450,6959773
2017-01-13 09:06:27,-86.9,0.0,-87.3,0.0,34.45,50907142,6959530
2017-01-13 09:06:33,-35.7,0.0,-35.6,0.0,38.39,50906662,6959117
2017-01-13 09:06:39,24.7,0.0,24.4,0.0,37.4,50906162,6958697
2017-01-13 09:06:45,-72.1,0.0,-73.1,0.0,29.54,50905775,6958358
2017-01-13 09:06:51,23.5,0.0,22.5,0.0,35.0,50905347,6958037
2017-01-13 09:06:57,34.9,0.0,30.3,0.0,13.09,50905025,6957775
2017-01-13 09:07:03,-13.5,0.0,-13.7,0.0,0.0,50905003,6957718
2017-01-13 09:07:09,-13.5,0.0,-13.6,0.0,0.0,50905003,6957718
2017-01-13 09:07:15,3.7,0.0,3.5,0.0,17.84,50904923,6957590
2017-01-13 09:07:21,-13.3,0.0,-13.4,0.0,0.0,50904850,6957552
2017-01-13 09:07:27,-13.8,0.0,-14.0,0.0,0.0,50904850,6957552
2017-01-13 09:07:33,-14.1,0.0,-14.2,0.0,0.0,50904850,6957552
2017-01-13 09:07:39,-14.3,0.0,-14.2,0.0,0.0,50904850,6957552
2017-01-13 09:07:45,-57.7,0.0,-58.7,0.0,18.7,50904745,6957477
2017-01-13 09:07:51,-20.4,0.0,-20.4,0.0,22.63,50904467,6957233
2017-01-13 09:07:57,-7.6,0.0,-7.7,0.0,12.48,50904247,6957055
2017-01-13 09:08:03,-48.4,0.0,-48.7,0.0,26.57,50903993,6956790
2017-01-13 09:08:09,-47.0,0.0,-47.1,0.0,31.59,50903598,6956452
2017-01-13 09:08:15,-30.5,0.0,-31.1,0.0,37.4,50903097,6956047
2017-01-13 09:08:21,36.6,0.0,37.6,0.0,41.33,50902570,6955583
2017-01-13 09:08:27,-46.7,0.0,-47.2,0.0,41.33,50902017,6955153
2017-01-13 09:08:33,-50.6,0.0,-51.6,0.0,40.4,50901483,6954700
2017-01-13 09:08:39,-19.9,0.0,-19.2,0.0,39.48,50900963,6954242
2017-01-13 09:08:45,63.2,0.0,64.2,0.0,23.69,50900525,6953830
2017-01-13 09:08:51,-89.1,0.0,-89.9,0.0,23.45,50900372,6953482
2017-01-13 09:08:57,17.0,0.0,16.2,0.0,29.73,50900400,6952777
2017-01-13 09:09:03,-14.2,0.0,-14.2,0.0,0.0,50900432,6952423
2017-01-13 09:09:09,-13.9,0.0,-14.0,0.0,0.0,50900432,6952423
2017-01-13 09:09:15,-83.8,0.0,-84.9,0.0,7.15,50900467,6952407
2017-01-13 09:09:21,-4.9,0.0,-3.3,0.0,31.83,50900457,6951865
2017-01-13 09:09:27,-60.5,0.0,-61.0,0.0,31.65,50900468,6951235
2017-01-13 09:09:33,-54.3,0.0,-54.4,0.0,33.93,50900490,6950483
2017-01-13 09:09:39,-33.3,0.0,-37.6,0.0,36.49,50900525,6949652
2017-01-13 09:09:45,-50.3,0.0,-50.9,0.0,38.13,50900572,6948797
2017-01-13 09:09:51,-23.0,0.0,-22.9,0.0,38.57,50900638,6947887
2017-01-13 09:09:57,-24.6,0.0,-25.0,0.0,36.03,50900698,6946997
2017-01-13 09:10:03,22.4,0.0,22.3,0.0,31.65,50900737,6946177
2017-01-13 09:10:09,-0.1,0.0,-0.4,0.0,25.63,50900790,6945677
2017-01-13 09:10:15,-38.7,0.0,-38.5,0.0,18.15,50900837,6945392
2017-01-13 09:10:21,-16.8,0.0,-13.3,0.0,23.21,50900917,6945003
2017-01-13 09:10:27,-14.1,0.0,-14.3,0.0,0.0,50901020,6944768
2017-01-13 09:10:33,-13.9,0.0,-14.1,0.0,0.0,50901020,6944768
2017-01-13 09:10:39,-14.0,0.0,-14.0,0.0,0.0,50901020,6944768
2017-01-13 09:10:45,-15.8,0.0,-15.9,0.0,0.0,50901020,6944768
2017-01-13 09:10:51,-19.4,0.0,-23.2,0.0,18.99,50901103,6944502
2017-01-13 09:10:57,-25.5,0.0,-25.6,0.0,12.66,50901103,6944098
2017-01-13 09:11:03,-17.9,0.0,-18.3,0.0,10.86,50901020,6943865
2017-01-13 09:11:09,-9.5,0.0,-5.7,0.0,15.79,50900750,6943923
2017-01-13 09:11:15,-17.0,0.0,-14.7,0.0,15.14,50900602,6944197
2017-01-13 09:11:21,-13.5,0.0,-13.0,0.0,8.44,50900562,6944477
2017-01-13 09:11:27,-13.8,0.0,-13.8,0.0,0.0,50900555,6944518
2017-01-13 09:11:33,-13.6,0.0,-13.6,0.0,0.0,50900555,6944518
2017-01-13 09:11:39,-16.8,0.0,-16.9,0.0,0.0,50900555,6944518
2017-01-13 09:11:45,-16.7,0.0,-16.8,0.0,0.0,50900555,6944518
2017-01-13 09:11:51,-16.8,0.0,-16.8,0.0,0.0,50900555,6944518
2017-01-13 09:11:57,-17.6,0.0,-17.7,0.0,0.0,50900555,6944518
2017-01-13 09:12:03,-20.1,0.0,-20.3,0.0,0.0,50900555,6944518
2017-01-13 09:12:09,-20.1,0.0,-20.1,0.0,0.0,50900555,6944518
2017-01-13 09:12:15,-20.4,0.0,-20.3,0.0,0.0,50900555,6944518
2017-01-13 09:12:21,-20.5,0.0,-20.4,0.0,0.0,50900555,6944518
2017-01-13 09:12:27,-20.5,0.0,-20.7,0.0,0.0,50900555,6944518
2017-01-13 09:12:33,-20.5,0.0,-20.6,0.0,0.0,50900555,6944518
2017-01-13 09:12:39,-20.8,0.0,-20.8,0.0,0.0,50900555,6944518
2017-01-13 09:12:45,-19.8,0.0,-19.8,0.0,0.0,50900555,6944518
2017-01-13 09:12:51,-15.6,0.0,-15.7,0.0,0.0,50900555,6944518
2017-01-13 09:12:57,-15.6,0.0,-15.4,0.0,0.0,50900555,6944518
2017-01-13 09:13:03,-15.7,0.0,-15.6,0.0,0.0,50900555,6944518
2017-01-13 09:13:09,-15.5,0.0,-15.6,0.0,0.0,50900555,6944518
2017-01-13 09:13:15,-18.5,0.0,-18.6,0.0,0.0,50900555,6944518
2017-01-13 09:13:21,-18.7,0.0,-18.8,0.0,0.0,50900555,6944518
2017-01-13 09:13:27,-18.6,0.0,-18.6,0.0,0.0,50900555,6944518
2017-01-13 09:13:33,-18.7,0.0,-18.7,0.0,0.0,50900555,6944518
2017-01-13 09:13:39,-19.7,0.0,-19.8,0.0,0.0,50900555,6944518
2017-01-13 09:13:45,-20.5,0.0,-20.6,0.0,0.0,50900555,6944518
2017-01-13 09:13:51,-20.5,0.0,-20.6,0.0,0.0,50900555,6944518
2017-01-13 09:13:57,-20.4,0.0,-20.6,0.0,0.0,50900555,6944518
2017-01-13 09:14:03,-20.3,0.0,-20.5,0.0,0.0,50900555,6944518
2017-01-13 09:14:09,-20.4,0.0,-20.5,0.0,0.0,50900555,6944518
2017-01-13 09:14:15,-20.4,0.0,-20.5,0.0,0.0,50900555,6944518
2017-01-13 09:14:21,-20.6,0.0,-20.4,0.0,0.0,50900555,6944518
2017-01-13 09:14:27,-18.3,0.0,-18.3,0.0,0.0,50900555,6944518
2017-01-13 09:14:33,-18.0,0.0,-18.1,0.0,0.0,50900555,6944518
2017-01-13 09:14:39,-17.7,0.0,-17.8,0.0,0.0,50900555,6944518
2017-01-13 09:14:45,-17.6,0.0,-17.8,0.0,0.0,50900555,6944518
2017-01-13 09:14:51,-17.4,0.0,-17.4,0.0,0.0,50900555,6944518
2017-01-13 09:14:57,-17.2,0.0,-17.2,0.0,0.0,50900555,6944518
